subscribers,video views,category,uploads,Country,channel_type,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,Gross tertiary education enrollment (%),Population,Unemployment rate
18000000,15412333005.0,Entertainment,45,United States,Entertainment,0.01,0.19,2006.0,Aug,88.2,328239523.0,14.7
18000000,10463166404.0,News & Politics,237,United States,Music,332300.0,5300000.0,2013.0,Mar,88.2,328239523.0,14.7
18000000,17921124985.0,Music,5692,United States,Music,772800.0,12400000.0,2014.0,Jul,88.2,328239523.0,14.7
18000000,6404852037.0,Gaming,3566,Spain,Games,131500.0,2100000.0,2012.0,Jan,88.9,47076781.0,13.96
17900000,7176572299.0,People & Blogs,536,United States,People,26000.0,415200.0,2014.0,Dec,88.2,328239523.0,14.7
17900000,3841205465.0,People & Blogs,982,United States,Music,155100.0,2500000.0,2015.0,May,88.2,328239523.0,14.7
17900000,5168721499.0,Entertainment,1344,Argentina,Games,82600.0,1300000.0,2013.0,Apr,90.0,44938712.0,9.79
17900000,5244917119.0,Comedy,185,United States,Entertainment,55600.0,890300.0,2015.0,Sep,88.2,328239523.0,14.7
17900000,6888074944.0,Music,314,United States,Music,87500.0,1400000.0,2008.0,Jan,88.2,328239523.0,14.7
17900000,9867515979.0,Entertainment,602,Vietnam,Entertainment,253400.0,4100000.0,2019.0,Nov,28.5,96462106.0,2.01
17900000,9887116267.0,Music,830,United States,Music,1300000.0,21500000.0,2008.0,Jul,88.2,328239523.0,14.7
17900000,16174530046.0,Shows,1426,United States,Education,307900.0,4900000.0,2009.0,Feb,88.2,328239523.0,14.7
17800000,11057945183.0,People & Blogs,772,India,People,1300000.0,20700000.0,2021.0,Apr,28.1,1366417754.0,5.36
17800000,8588704539.0,Film & Animation,26,United States,People,62.0,994.0,2021.0,Nov,88.2,328239523.0,14.7
17700000,20115544708.0,Music,178,United States,Music,292300.0,4700000.0,2010.0,Oct,88.2,328239523.0,14.7
17700000,7912733203.0,People & Blogs,512,India,People,1000000.0,16600000.0,2018.0,Jul,28.1,1366417754.0,5.36
17700000,3647267655.0,People & Blogs,739,Indonesia,Entertainment,144500.0,2300000.0,2016.0,Oct,36.3,270203917.0,4.69
17700000,7739048000.0,Entertainment,2240,Brazil,Entertainment,106000.0,1700000.0,2012.0,Mar,51.3,212559417.0,12.08
17700000,8396875537.0,News & Politics,211620,Ukraine,News,1100000.0,17800000.0,2006.0,Feb,82.7,44385155.0,8.88
17700000,9059696049.0,Film & Animation,1716,Malaysia,Entertainment,353200.0,5700000.0,2009.0,Nov,45.1,32447385.0,3.32
17700000,17247584185.0,Film & Animation,1316,Argentina,Music,1900000.0,30700000.0,2013.0,Oct,90.0,44938712.0,9.79
17600000,9269174070.0,Gaming,3151,Thailand,Games,165400.0,2600000.0,2014.0,Mar,49.3,69625582.0,0.75
17600000,2274007523.0,Comedy,233,Mexico,Comedy,82300.0,1300000.0,2011.0,Jan,40.2,126014024.0,3.42
17600000,2977741577.0,Howto & Style,128,China,Howto,67100.0,1100000.0,2017.0,Aug,50.6,1397715000.0,4.32
17600000,6306204566.0,Gaming,4702,Chile,Games,300600.0,4800000.0,2014.0,Feb,88.5,18952038.0,7.09
17600000,3802280098.0,Music,326,South Korea,Music,33300.0,532700.0,2011.0,Aug,94.3,51709098.0,4.15
17500000,2238134438.0,Entertainment,709,India,Entertainment,63200.0,1000000.0,2016.0,Jul,28.1,1366417754.0,5.36
17500000,7263619576.0,News & Politics,182742,India,News,1200000.0,18900000.0,2007.0,Oct,28.1,1366417754.0,5.36
17500000,7612385622.0,Entertainment,149,India,Entertainment,329500.0,5300000.0,2017.0,Sep,28.1,1366417754.0,5.36
17500000,16107116549.0,Gaming,156215,United States,Games,295000.0,4700000.0,2006.0,Sep,88.2,328239523.0,14.7
17400000,17763586483.0,Gaming,4411,United States,Games,1300000.0,21100000.0,2012.0,Aug,88.2,328239523.0,14.7
17400000,13043561912.0,Entertainment,118448,Thailand,News,708000.0,11300000.0,2014.0,Feb,49.3,69625582.0,0.75
17400000,11144195464.0,Music,2133,Iraq,Music,339000.0,5400000.0,2013.0,Sep,16.2,39309783.0,12.82
17300000,1026425106.0,Science & Technology,180,United States,Tech,139500.0,2200000.0,2005.0,Jun,88.2,328239523.0,14.7
17300000,902225615.0,Film & Animation,287,India,Entertainment,2500.0,40200.0,2016.0,Sep,28.1,1366417754.0,5.36
17300000,11371738047.0,Entertainment,4778,India,Entertainment,995800.0,15900000.0,2014.0,Aug,28.1,1366417754.0,5.36
17300000,3684816159.0,Howto & Style,582,Australia,Howto,46600.0,745200.0,2011.0,Dec,113.1,25766605.0,5.27
17200000,3606912471.0,Science & Technology,1567,United States,Tech,157000.0,2500000.0,2008.0,Mar,88.2,328239523.0,14.7
17200000,7337212581.0,Music,138,Brazil,Music,218100.0,3500000.0,2011.0,Nov,51.3,212559417.0,12.08
17200000,8903647480.0,Education,83,Australia,People,0.08,1.0,2014.0,Sep,113.1,25766605.0,5.27
17200000,11445492404.0,Education,1007,Argentina,Education,251100.0,4000000.0,2015.0,Mar,90.0,44938712.0,9.79
17200000,5024088947.0,Gaming,7550,Spain,Games,46200.0,739500.0,2009.0,Aug,88.9,47076781.0,13.96
17100000,4448334716.0,Comedy,498,Russia,Entertainment,111500.0,1800000.0,2012.0,Jun,81.9,144373535.0,4.59
17100000,9710962528.0,Entertainment,148225,Indonesia,Entertainment,137400.0,2200000.0,2014.0,Sep,36.3,270203917.0,4.69
17100000,2173106162.0,Comedy,142,United States,Entertainment,5300.0,84500.0,2013.0,Sep,88.2,328239523.0,14.7
17000000,10847948832.0,Music,1015,United Kingdom,Music,281300.0,4500000.0,2008.0,Jul,60.0,66834405.0,3.85
17000000,1001465469.0,Comedy,1407,India,Entertainment,22900.0,366100.0,2013.0,Mar,28.1,1366417754.0,5.36
17000000,14543594822.0,Music,97,United States,Music,149500.0,2400000.0,2009.0,May,88.2,328239523.0,14.7
16900000,8684010451.0,Music,2235,India,Music,218700.0,3500000.0,2011.0,Aug,28.1,1366417754.0,5.36
16900000,9111000228.0,Gaming,1910,United States,Entertainment,32700.0,522600.0,2006.0,Jul,88.2,328239523.0,14.7
16900000,3827906874.0,Entertainment,366,United States,Entertainment,4900.0,78500.0,2013.0,Mar,88.2,328239523.0,14.7
16900000,4609753237.0,Entertainment,3900,United States,Entertainment,109100.0,1700000.0,2005.0,Dec,88.2,328239523.0,14.7
16900000,9270331567.0,Comedy,441,India,People,269300.0,4300000.0,2017.0,May,28.1,1366417754.0,5.36
16900000,9544277833.0,People & Blogs,2337,United States,Entertainment,825800.0,13200000.0,2016.0,Dec,88.2,328239523.0,14.7
16900000,3523578665.0,Nonprofits & Activism,4891,Brazil,Nonprofit,448600.0,7200000.0,2016.0,Apr,51.3,212559417.0,12.08
16800000,7195314800.0,Entertainment,502,Indonesia,Entertainment,128500.0,2100000.0,2019.0,Nov,36.3,270203917.0,4.69
16800000,3693798804.0,Film & Animation,1491,Brazil,Entertainment,132400.0,2100000.0,2013.0,Apr,51.3,212559417.0,12.08
16700000,7102965621.0,Gaming,1693,United States,Games,315300.0,5000000.0,2009.0,Apr,88.2,328239523.0,14.7
16700000,8826138204.0,Entertainment,920,United States,Entertainment,137100.0,2200000.0,2012.0,Jul,88.2,328239523.0,14.7
16700000,7979736581.0,Music,13,United States,Music,113.0,1800.0,2010.0,Sep,88.2,328239523.0,14.7
16700000,5089284369.0,People & Blogs,8741,Mexico,People,48400.0,774700.0,2014.0,Aug,40.2,126014024.0,3.42
16600000,2798273962.0,Entertainment,0,Mexico,Games,0.0,0.0,2010.0,Dec,40.2,126014024.0,3.42
16600000,7435180827.0,News & Politics,112261,India,News,177600.0,2800000.0,2013.0,Oct,28.1,1366417754.0,5.36
16600000,9439857193.0,Entertainment,20102,India,Entertainment,462100.0,7400000.0,2011.0,Sep,28.1,1366417754.0,5.36
16600000,11946217860.0,Music,8976,India,Music,267000.0,4300000.0,2011.0,Nov,28.1,1366417754.0,5.36
16600000,15278668857.0,Entertainment,2200,Germany,Entertainment,1900000.0,29600000.0,2021.0,May,70.2,83132799.0,3.04
16600000,5819508534.0,Entertainment,413,United States,Entertainment,597100.0,9600000.0,2006.0,Dec,88.2,328239523.0,14.7
16500000,2440934034.0,Entertainment,421,United States,Entertainment,65900.0,1100000.0,2014.0,Mar,88.2,328239523.0,14.7
16500000,3037260680.0,Comedy,438,United States,Entertainment,339000.0,5400000.0,2011.0,Jul,88.2,328239523.0,14.7
16500000,7043235131.0,News & Politics,21243,India,News,393600.0,6300000.0,2009.0,Sep,28.1,1366417754.0,5.36
16500000,7406207930.0,Entertainment,735,United States,Entertainment,73100.0,1200000.0,2016.0,May,88.2,328239523.0,14.7
16400000,3955426159.0,Howto & Style,1091,United States,Entertainment,54100.0,865300.0,2011.0,Sep,88.2,328239523.0,14.7
16400000,4434679706.0,Comedy,428,Thailand,Entertainment,28000.0,448400.0,2011.0,Jan,49.3,69625582.0,0.75
16400000,7135820721.0,Sports,14662,United States,Sports,399600.0,6400000.0,2006.0,Mar,88.2,328239523.0,14.7
16400000,9463244435.0,Entertainment,56203,Thailand,Entertainment,263300.0,4200000.0,2010.0,May,49.3,69625582.0,0.75
16400000,12844432341.0,Entertainment,23952,Thailand,Entertainment,544100.0,8700000.0,2010.0,Sep,49.3,69625582.0,0.75
16300000,3527627264.0,Entertainment,54,United States,Entertainment,89.0,1400.0,2010.0,Jun,88.2,328239523.0,14.7
16300000,6578828147.0,Music,490,United States,Music,86400.0,1400000.0,2007.0,Sep,88.2,328239523.0,14.7
16300000,6613422635.0,Music,80,United States,Music,128100.0,2000000.0,2015.0,Aug,88.2,328239523.0,14.7
16300000,7520242626.0,Music,278,United Kingdom,Music,115800.0,1900000.0,2011.0,Nov,60.0,66834405.0,3.85
16300000,10170264839.0,Music,230,United Kingdom,Entertainment,257300.0,4100000.0,2012.0,Sep,60.0,66834405.0,3.85
16300000,12475714382.0,Music,352,United States,Music,264000.0,4200000.0,2006.0,Jul,88.2,328239523.0,14.7
16300000,7141825267.0,Entertainment,1444,India,Music,454400.0,7300000.0,2011.0,Oct,28.1,1366417754.0,5.36
16300000,1656452554.0,Gaming,989,United States,Games,53800.0,861300.0,2013.0,Oct,88.2,328239523.0,14.7
16300000,4768370464.0,Gaming,652,United Kingdom,Entertainment,9200.0,147800.0,2012.0,Jul,60.0,66834405.0,3.85
16200000,10227242833.0,Music,258,United States,Music,190300.0,3000000.0,2005.0,Nov,88.2,328239523.0,14.7
16200000,8091706232.0,Entertainment,593,United States,Entertainment,77700.0,1200000.0,2018.0,May,88.2,328239523.0,14.7
16200000,2990185467.0,Comedy,1930,Brazil,People,99000.0,1600000.0,2012.0,Jan,51.3,212559417.0,12.08
16200000,4076692623.0,Gaming,1294,United Kingdom,Entertainment,83400.0,1300000.0,2011.0,Jan,60.0,66834405.0,3.85
16200000,9763592867.0,Music,3943,Vietnam,Film,770200.0,12300000.0,2014.0,Jan,28.5,96462106.0,2.01
16200000,14563841315.0,News & Politics,244899,Thailand,News,674300.0,10800000.0,2010.0,Sep,49.3,69625582.0,0.75
16200000,20522339099.0,Entertainment,31889,Singapore,Entertainment,351600.0,5600000.0,2005.0,Oct,84.8,5703569.0,4.11
16200000,14784781923.0,People & Blogs,189,United States,People,114.0,1800.0,2020.0,Sep,88.2,328239523.0,14.7
16200000,4488680903.0,Entertainment,10,Spain,Music,0.01,0.19,2006.0,May,88.9,47076781.0,13.96
16100000,1517638132.0,Entertainment,2805,Indonesia,Games,28900.0,461700.0,2015.0,Jan,36.3,270203917.0,4.69
16100000,2687443643.0,People & Blogs,723,Brazil,Entertainment,41400.0,662500.0,2017.0,Jul,51.3,212559417.0,12.08
16100000,6872702790.0,Entertainment,671,United States,Entertainment,1200000.0,19200000.0,2015.0,Jul,88.2,328239523.0,14.7
16100000,7126210721.0,Music,41,France,Entertainment,2.0,37.0,2006.0,Nov,65.6,67059887.0,8.43
16100000,15812009296.0,Entertainment,4045,United States,Entertainment,801400.0,12800000.0,2008.0,Apr,88.2,328239523.0,14.7
16100000,9642146451.0,Entertainment,0,Mexico,Games,0.0,0.0,2008.0,Sep,40.2,126014024.0,3.42
16000000,3018032423.0,Education,52144,India,Education,42900.0,685800.0,2014.0,Jul,28.1,1366417754.0,5.36
16000000,3029872908.0,Gaming,687,Mexico,Games,14100.0,225500.0,2015.0,May,40.2,126014024.0,3.42
16000000,5997599089.0,Film & Animation,344,Mexico,Film,337200.0,5400000.0,2017.0,Sep,40.2,126014024.0,3.42
15900000,1845329502.0,People & Blogs,0,Russia,Games,0.0,0.0,2017.0,May,81.9,144373535.0,4.59
15900000,9962188084.0,Music,2035,United States,Music,29700.0,475900.0,2016.0,Jun,88.2,328239523.0,14.7
15900000,2609358468.0,Howto & Style,433,United States,Howto,6000.0,96300.0,2006.0,Feb,88.2,328239523.0,14.7
15900000,6534326412.0,Gaming,4906,Argentina,Games,192300.0,3100000.0,2014.0,Sep,90.0,44938712.0,9.79
15900000,9198986881.0,Music,5105,Brazil,Music,409200.0,6500000.0,2010.0,Jan,51.3,212559417.0,12.08
15900000,9052367553.0,Gaming,796,United States,People,494700.0,7900000.0,2016.0,May,88.2,328239523.0,14.7
15900000,6802382479.0,Music,132,Colombia,Music,179700.0,2900000.0,2010.0,Jul,55.3,50339443.0,9.71
15800000,1349288771.0,Education,633,India,Education,72200.0,1200000.0,2016.0,Dec,28.1,1366417754.0,5.36
15800000,3392918989.0,News & Politics,20679,India,News,557900.0,8900000.0,2007.0,Oct,28.1,1366417754.0,5.36
15800000,4122634467.0,People & Blogs,542,Indonesia,Comedy,215600.0,3400000.0,2017.0,Jan,36.3,270203917.0,4.69
15800000,13116313599.0,Film & Animation,10441,United States,Film,77200.0,1200000.0,2011.0,Apr,88.2,328239523.0,14.7
15700000,9787697838.0,Film & Animation,16874,India,Entertainment,153900.0,2500000.0,2012.0,Mar,28.1,1366417754.0,5.36
15700000,5914071870.0,Music,79,India,Music,425500.0,6800000.0,2017.0,Jul,28.1,1366417754.0,5.36
15700000,6626563508.0,Music,19703,India,Music,92200.0,1500000.0,2014.0,Jul,28.1,1366417754.0,5.36
15700000,5558051295.0,Music,1640,India,Music,259300.0,4100000.0,2014.0,May,28.1,1366417754.0,5.36
15700000,8696631898.0,Entertainment,7090,United States,Entertainment,1000000.0,16100000.0,2016.0,Oct,88.2,328239523.0,14.7
15600000,1511794214.0,Entertainment,483,Mexico,Entertainment,0.0,0.0,2010.0,Sep,40.2,126014024.0,3.42
15600000,7172386509.0,Science & Technology,6542,Canada,Tech,264700.0,4200000.0,2008.0,Nov,68.9,36991981.0,5.56
15600000,3869457097.0,Entertainment,2019,Brazil,Entertainment,168700.0,2700000.0,2010.0,May,51.3,212559417.0,12.08
15600000,6165757696.0,People & Blogs,4245,United States,Howto,82100.0,1300000.0,2018.0,Dec,88.2,328239523.0,14.7
15500000,8984089026.0,People & Blogs,598,Mexico,Education,270000.0,4300000.0,2017.0,Jan,40.2,126014024.0,3.42
15500000,6386271870.0,Music,220,Saudi Arabia,Music,272700.0,4400000.0,2010.0,Jul,68.0,34268528.0,5.93
15500000,7776706184.0,Education,359,India,Education,503700.0,8100000.0,2016.0,Jun,28.1,1366417754.0,5.36
15500000,8265129639.0,Shows,1021,Saudi Arabia,Film,405100.0,6500000.0,2017.0,May,68.0,34268528.0,5.93
15500000,14619523361.0,Music,325,Brazil,Music,491000.0,7900000.0,2009.0,Jun,51.3,212559417.0,12.08
15500000,12880388253.0,Science & Technology,0,United States,Entertainment,0.0,0.0,2016.0,Mar,88.2,328239523.0,14.7
15500000,12714141740.0,Entertainment,1525,India,Entertainment,417400.0,6700000.0,2017.0,Apr,28.1,1366417754.0,5.36
15500000,6396049701.0,Entertainment,417,United States,Film,82100.0,1300000.0,2010.0,Oct,88.2,328239523.0,14.7
15500000,4499826716.0,Howto & Style,5183,Egypt,Howto,98700.0,1600000.0,2017.0,Dec,35.2,100388073.0,10.76
15400000,1781226000.0,Comedy,165,India,Comedy,83900.0,1300000.0,2015.0,May,28.1,1366417754.0,5.36
15400000,11513738907.0,Gaming,379,United Arab Emirates,Entertainment,240500.0,3800000.0,2018.0,Jul,36.8,9770529.0,2.35
15400000,1543608082.0,Gaming,1647,United States,Games,166100.0,2700000.0,2016.0,Jul,88.2,328239523.0,14.7
15400000,5469103954.0,People & Blogs,1756,United States,People,4700.0,76000.0,2013.0,Aug,88.2,328239523.0,14.7
15400000,3736069980.0,Science & Technology,1577,United Kingdom,Tech,503100.0,8000000.0,2011.0,Apr,60.0,66834405.0,3.85
15400000,14564170905.0,Music,1725,Thailand,Music,248400.0,4000000.0,2008.0,Mar,49.3,69625582.0,0.75
15400000,4909687948.0,Music,21,United States,Music,110400.0,1800000.0,2016.0,Jan,88.2,328239523.0,14.7
15400000,4750420071.0,People & Blogs,4186,Indonesia,Howto,59200.0,947500.0,2018.0,Nov,36.3,270203917.0,4.69
15300000,2656528205.0,Sports,10988,Spain,Sports,254600.0,4100000.0,2006.0,Feb,88.9,47076781.0,13.96
15300000,10714145606.0,Education,851,United States,Education,231200.0,3700000.0,2014.0,Dec,88.2,328239523.0,14.7
15300000,1640078055.0,Gaming,1397,India,Games,17800.0,284200.0,2017.0,Nov,28.1,1366417754.0,5.36
15300000,9938811455.0,People & Blogs,2175,Russia,People,1400000.0,22800000.0,2021.0,Apr,81.9,144373535.0,4.59
15300000,16545966132.0,Entertainment,87864,India,Entertainment,1100000.0,17400000.0,2011.0,Oct,28.1,1366417754.0,5.36
15200000,857725714.0,People & Blogs,194,India,Film,196100.0,3100000.0,2017.0,Oct,28.1,1366417754.0,5.36
15200000,4503880875.0,Comedy,106,India,Comedy,295000.0,4700000.0,2015.0,Mar,28.1,1366417754.0,5.36
15200000,1491452935.0,Entertainment,443,Philippines,Entertainment,29900.0,479000.0,2013.0,Apr,35.5,108116615.0,2.15
15200000,6391679636.0,Music,5056,India,Music,173400.0,2800000.0,2012.0,Mar,28.1,1366417754.0,5.36
15200000,7151683497.0,Entertainment,11099,India,Entertainment,632700.0,10100000.0,2014.0,May,28.1,1366417754.0,5.36
15200000,7564652648.0,Entertainment,9862,India,Music,317900.0,5100000.0,2011.0,Nov,28.1,1366417754.0,5.36
15200000,8333387785.0,Entertainment,654,Turkey,Entertainment,13300.0,212500.0,2014.0,Dec,23.9,83429615.0,13.49
15200000,14198154095.0,News & Politics,160405,United States,News,561000.0,9000000.0,2005.0,Oct,88.2,328239523.0,14.7
15200000,6624168155.0,News & Politics,91704,India,News,149000.0,2400000.0,2008.0,Jan,28.1,1366417754.0,5.36
15100000,1777072487.0,People & Blogs,210,United States,People,48000.0,767200.0,2017.0,Feb,88.2,328239523.0,14.7
15100000,2143140898.0,Education,3810,Indonesia,Entertainment,51700.0,827100.0,2017.0,Jan,36.3,270203917.0,4.69
15100000,1760131384.0,People & Blogs,533,Philippines,Entertainment,37100.0,594000.0,2008.0,Apr,35.5,108116615.0,2.15
15100000,3060202847.0,People & Blogs,1037,United States,People,130200.0,2100000.0,2013.0,Jan,88.2,328239523.0,14.7
15100000,2761547758.0,Howto & Style,2618,United States,Entertainment,35900.0,573900.0,2010.0,Jan,88.2,328239523.0,14.7
15100000,4236036141.0,Gaming,2997,Spain,Entertainment,17900.0,286600.0,2013.0,Feb,88.9,47076781.0,13.96
15100000,5324913850.0,People & Blogs,753,Egypt,Entertainment,138200.0,2200000.0,2014.0,Oct,35.2,100388073.0,10.76
15100000,6668507856.0,Gaming,3733,Russia,Games,286800.0,4600000.0,2013.0,Jun,81.9,144373535.0,4.59
15100000,7857371770.0,Music,776,South Korea,Music,122400.0,2000000.0,2005.0,Oct,94.3,51709098.0,4.15
15100000,9477021288.0,Comedy,921,Argentina,Comedy,1500000.0,24600000.0,2016.0,Aug,90.0,44938712.0,9.79
15100000,10489367372.0,News & Politics,209520,Philippines,News,544900.0,8700000.0,2009.0,Oct,35.5,108116615.0,2.15
15100000,13897932103.0,Entertainment,2717,Russia,Entertainment,2100000.0,34200000.0,2020.0,Jan,81.9,144373535.0,4.59
15100000,12413869881.0,Music,52,United Kingdom,Music,254300.0,4100000.0,2009.0,Oct,60.0,66834405.0,3.85
15000000,4352427049.0,Gaming,2324,United Kingdom,Games,753000.0,12000000.0,2013.0,May,60.0,66834405.0,3.85
15000000,9924103188.0,People & Blogs,899,India,People,340700.0,5500000.0,2014.0,Aug,28.1,1366417754.0,5.36
15000000,8897705695.0,Entertainment,795,Brazil,Education,436400.0,7000000.0,2018.0,Jan,51.3,212559417.0,12.08
15000000,7159750970.0,Gaming,1362,United States,Games,129400.0,2100000.0,2009.0,Feb,88.2,328239523.0,14.7
15000000,2730879024.0,Education,0,United States,Games,0.0,0.0,2006.0,May,88.2,328239523.0,14.7
15000000,4008801873.0,Entertainment,724,Mexico,Entertainment,101600.0,1600000.0,2014.0,Nov,40.2,126014024.0,3.42
15000000,4741434420.0,Gaming,20292,United States,Games,125400.0,2000000.0,2005.0,Dec,88.2,328239523.0,14.7
15000000,6889304306.0,Gaming,5198,United States,Film,89200.0,1400000.0,2008.0,Apr,88.2,328239523.0,14.7
15000000,7536093065.0,News & Politics,206,India,News,3.0,48.0,2018.0,Aug,28.1,1366417754.0,5.36
15000000,8658553456.0,Entertainment,965,India,Entertainment,307100.0,4900000.0,2016.0,Oct,28.1,1366417754.0,5.36
15000000,9978734160.0,Music,2726,India,Music,726600.0,11600000.0,2014.0,Aug,28.1,1366417754.0,5.36
15000000,10239836582.0,Entertainment,1803,United States,Comedy,938600.0,15000000.0,2008.0,May,88.2,328239523.0,14.7
15000000,11827310821.0,News & Politics,269050,Indonesia,News,339200.0,5400000.0,2013.0,Aug,36.3,270203917.0,4.69
15000000,13562853889.0,Comedy,1788,Japan,Comedy,847100.0,13600000.0,2014.0,Jul,63.2,126226568.0,2.29
15000000,11506702632.0,Music,340,Brazil,Music,548600.0,8800000.0,2012.0,Apr,51.3,212559417.0,12.08
15000000,8932038210.0,Entertainment,3168,India,Entertainment,392200.0,6300000.0,2017.0,Apr,28.1,1366417754.0,5.36
14900000,10069000444.0,Music,419,United States,Music,359400.0,5800000.0,2007.0,Feb,88.2,328239523.0,14.7
14900000,8074260978.0,Entertainment,66362,Indonesia,Entertainment,130700.0,2100000.0,2012.0,Nov,36.3,270203917.0,4.69
14900000,4033400167.0,Entertainment,86,United States,Entertainment,33100.0,530100.0,2006.0,Feb,88.2,328239523.0,14.7
14900000,4395184343.0,Music,127,United States,Music,169100.0,2700000.0,2007.0,Nov,88.2,328239523.0,14.7
14900000,4977284539.0,Entertainment,8420,Spain,Games,41600.0,665200.0,2012.0,Feb,88.9,47076781.0,13.96
14900000,5549770244.0,Entertainment,27944,Thailand,Entertainment,148700.0,2400000.0,2011.0,Oct,49.3,69625582.0,0.75
14900000,439098.0,People & Blogs,1,Russia,News,23.0,369.0,2008.0,Aug,81.9,144373535.0,4.59
14900000,5956193599.0,Gaming,4175,Brazil,Games,119300.0,1900000.0,2011.0,Jul,51.3,212559417.0,12.08
14900000,8615618825.0,Entertainment,93,Japan,Autos,7.0,119.0,2012.0,Nov,63.2,126226568.0,2.29
14800000,13356517783.0,Music,1210,United States,Entertainment,183600.0,2900000.0,2006.0,Jun,88.2,328239523.0,14.7
14800000,1833519700.0,Education,1481,United States,Education,21500.0,344500.0,2006.0,May,88.2,328239523.0,14.7
14800000,3587576784.0,Music,195,United States,Music,68900.0,1100000.0,2010.0,May,88.2,328239523.0,14.7
14800000,5269059435.0,Gaming,3834,Australia,Games,63200.0,1000000.0,2013.0,Mar,113.1,25766605.0,5.27
14800000,7018015062.0,Howto & Style,2387,Ukraine,Howto,141400.0,2300000.0,2015.0,Oct,82.7,44385155.0,8.88
14800000,8649303688.0,People & Blogs,233,United States,Music,154900.0,2500000.0,2008.0,Jun,88.2,328239523.0,14.7
14800000,9076642765.0,Music,318,Brazil,Music,264400.0,4200000.0,2008.0,Jul,51.3,212559417.0,12.08
14800000,272678287.0,People & Blogs,34,Germany,Games,114.0,1800.0,2015.0,Jan,70.2,83132799.0,3.04
14800000,8866012877.0,People & Blogs,3867,United States,Howto,159500.0,2600000.0,2019.0,Jun,88.2,328239523.0,14.7
14700000,2230986039.0,Entertainment,1385,Saudi Arabia,Entertainment,8100.0,129300.0,2016.0,May,68.0,34268528.0,5.93
14700000,1321380490.0,Entertainment,85,United States,Entertainment,14300.0,229500.0,2017.0,Sep,88.2,328239523.0,14.7
14700000,1506796393.0,Entertainment,554,Spain,Entertainment,679.0,10900.0,2010.0,Feb,88.9,47076781.0,13.96
14700000,2465473772.0,Entertainment,317,United States,Education,56900.0,911000.0,2010.0,Aug,88.2,328239523.0,14.7
14700000,4029253667.0,Education,43564,India,Education,223400.0,3600000.0,2015.0,Jun,28.1,1366417754.0,5.36
14700000,6751985988.0,Comedy,698,United States,Entertainment,109000.0,1700000.0,2006.0,Mar,88.2,328239523.0,14.7
14700000,7255848125.0,Comedy,4340,United States,Comedy,0.0,0.0,2006.0,Oct,88.2,328239523.0,14.7
14700000,8882319696.0,Education,1996,United States,Education,238200.0,3800000.0,2012.0,Jan,88.2,328239523.0,14.7
14700000,12362331529.0,Entertainment,23490,India,Entertainment,1000000.0,16700000.0,2013.0,Nov,28.1,1366417754.0,5.36
14700000,12961669452.0,News & Politics,80830,United States,News,557100.0,8900000.0,2006.0,Aug,88.2,328239523.0,14.7
14700000,4684983333.0,Music,3978,Brazil,Entertainment,122900.0,2000000.0,2014.0,May,51.3,212559417.0,12.08
14600000,2613197447.0,Entertainment,490,Ecuador,Entertainment,49200.0,787600.0,2014.0,Dec,44.9,17373662.0,3.97
14600000,3337074920.0,People & Blogs,961,Spain,Games,181700.0,2900000.0,2013.0,Dec,88.9,47076781.0,13.96
14600000,3603556207.0,Gaming,1244,United States,Entertainment,277800.0,4400000.0,2012.0,Jul,88.2,328239523.0,14.7
14600000,4622581344.0,People & Blogs,951,Brazil,Entertainment,31600.0,506300.0,2015.0,Nov,51.3,212559417.0,12.08
14600000,5766647017.0,Gaming,4009,United States,Entertainment,455100.0,7300000.0,2012.0,Jul,88.2,328239523.0,14.7
14600000,6017932195.0,Music,365,United States,Music,106600.0,1700000.0,2011.0,Jan,88.2,328239523.0,14.7
14600000,11182302317.0,Music,1206,Brazil,Music,329600.0,5300000.0,2014.0,Aug,51.3,212559417.0,12.08
14600000,7952268926.0,Music,67,United States,Music,112900.0,1800000.0,2013.0,Feb,88.2,328239523.0,14.7
14600000,2750902766.0,Howto & Style,603,Mexico,Music,152000.0,2400000.0,2014.0,Jun,40.2,126014024.0,3.42
14600000,5525773746.0,Comedy,560,India,Film,417300.0,6700000.0,2019.0,Oct,28.1,1366417754.0,5.36
14500000,6944967581.0,Entertainment,479,United States,Entertainment,89800.0,1400000.0,2019.0,Sep,88.2,328239523.0,14.7
14500000,4577292740.0,Entertainment,453,United States,Film,1300.0,21600.0,2017.0,Feb,88.2,328239523.0,14.7
14500000,3551889957.0,Howto & Style,5430,Brazil,Howto,8500.0,136200.0,2017.0,Oct,51.3,212559417.0,12.08
14500000,4260187928.0,Entertainment,1717,United States,Entertainment,29700.0,475700.0,2015.0,Apr,88.2,328239523.0,14.7
14500000,4598387043.0,News & Politics,18972,United Kingdom,News,198800.0,3200000.0,2006.0,Apr,60.0,66834405.0,3.85
14500000,5014888374.0,People & Blogs,618,South Korea,People,14900.0,238100.0,2016.0,May,94.3,51709098.0,4.15
14500000,6290721701.0,Music,4790,India,Music,145300.0,2300000.0,2016.0,Oct,28.1,1366417754.0,5.36
14500000,8582696157.0,Entertainment,19201,United States,Entertainment,144900.0,2300000.0,2007.0,Jan,88.2,328239523.0,14.7
